Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,161500.000000,164000.000000,160500.000000,161500.000000,160933.015625,332755
2019-11-07,162000.000000,166500.000000,161000.000000,165500.000000,164918.968750,390866
2019-11-08,165000.000000,165000.000000,162000.000000,163500.000000,162925.984375,306968
2019-11-11,163500.000000,165000.000000,162500.000000,163000.000000,162427.750000,231149
2019-11-12,164000.000000,164000.000000,160000.000000,162000.000000,161431.250000,236652
2019-11-13,158500.000000,159000.000000,156000.000000,158000.000000,157445.296875,500221
2019-11-14,null,null,null,null,null,null
2019-11-15,177000.000000,179000.000000,173000.000000,173500.000000,172890.875000,886846
2019-11-18,177500.000000,181500.000000,172500.000000,178500.000000,177873.312500,876975
2019-11-19,174500.000000,176000.000000,169500.000000,170500.000000,169901.406250,1055749
2019-11-20,170500.000000,174000.000000,168000.000000,169500.000000,168904.937500,602206
2019-11-21,169000.000000,172500.000000,168000.000000,170000.000000,169403.171875,543754
2019-11-22,169500.000000,171000.000000,165500.000000,167500.000000,166911.953125,481529
2019-11-25,168000.000000,174500.000000,167000.000000,174000.000000,173389.125000,490795
2019-11-26,173500.000000,175500.000000,171500.000000,173000.000000,172392.640625,774461
2019-11-27,175000.000000,175500.000000,172000.000000,172500.000000,171894.390625,299949
2019-11-28,172500.000000,174500.000000,170000.000000,173000.000000,172392.640625,252885
2019-11-29,173000.000000,173500.000000,168500.000000,172000.000000,171396.156250,349615
2019-12-02,172500.000000,175000.000000,170000.000000,171500.000000,170897.890625,275601
2019-12-03,170500.000000,173500.000000,168500.000000,172000.000000,171396.156250,245675
2019-12-04,172000.000000,175500.000000,171000.000000,174500.000000,173887.375000,228851
2019-12-05,173000.000000,174000.000000,170000.000000,170500.000000,169901.406250,271499
2019-12-06,172000.000000,174500.000000,170500.000000,174000.000000,173389.125000,208849
2019-12-09,174000.000000,175500.000000,173000.000000,175000.000000,174385.609375,271990
2019-12-10,174500.000000,175500.000000,173000.000000,174500.000000,173887.375000,215711
2019-12-11,175000.000000,175500.000000,173500.000000,174000.000000,173389.125000,200711
2019-12-12,174500.000000,176500.000000,173000.000000,175500.000000,174883.859375,609714
2019-12-13,177500.000000,177500.000000,173000.000000,175500.000000,174883.859375,317833
2019-12-16,175000.000000,180000.000000,174000.000000,179500.000000,178869.812500,335819
2019-12-17,180000.000000,181000.000000,178000.000000,180500.000000,179866.296875,370752
2019-12-18,180000.000000,180000.000000,175000.000000,178500.000000,177873.312500,310567
2019-12-19,175000.000000,179500.000000,175000.000000,179000.000000,178371.578125,296857
2019-12-20,180000.000000,187000.000000,179500.000000,183500.000000,182855.781250,560761
2019-12-23,185000.000000,185500.000000,182000.000000,184000.000000,183354.015625,250256
2019-12-24,184000.000000,184000.000000,179000.000000,182000.000000,181361.031250,193440
2019-12-26,181500.000000,183000.000000,179000.000000,180500.000000,179866.296875,173426
2019-12-27,182000.000000,185000.000000,179000.000000,183500.000000,183237.484375,323473
2019-12-30,183500.000000,190000.000000,183500.000000,186500.000000,186233.187500,376541
2020-01-02,187500.000000,188000.000000,182000.000000,182500.000000,182238.906250,300640
2020-01-03,185000.000000,186000.000000,180500.000000,181500.000000,181240.343750,454492
2020-01-06,180000.000000,182000.000000,178000.000000,180500.000000,180241.765625,287970
2020-01-07,182500.000000,187000.000000,181500.000000,187000.000000,186732.468750,328624
2020-01-08,182000.000000,183500.000000,179000.000000,183000.000000,182738.187500,820867
2020-01-09,183500.000000,186500.000000,183500.000000,186000.000000,185733.906250,531355
2020-01-10,185000.000000,188000.000000,184000.000000,188000.000000,187731.046875,398739
2020-01-13,187500.000000,188500.000000,186000.000000,188000.000000,187731.046875,337749
2020-01-14,188000.000000,194500.000000,188000.000000,190500.000000,190227.468750,501286
2020-01-15,189500.000000,192000.000000,188500.000000,191500.000000,191226.031250,323778
2020-01-16,190000.000000,192500.000000,189000.000000,191500.000000,191226.031250,245107
2020-01-17,190500.000000,192500.000000,189500.000000,191000.000000,190726.750000,286019
2020-01-20,190000.000000,190500.000000,187000.000000,187500.000000,187231.750000,454733
2020-01-21,187500.000000,189500.000000,181000.000000,182000.000000,181739.625000,547678
2020-01-22,185000.000000,190000.000000,184500.000000,186000.000000,185733.906250,429852
2020-01-23,185000.000000,185500.000000,181500.000000,183000.000000,182738.187500,375929
2020-01-28,182000.000000,184500.000000,178000.000000,178500.000000,178244.625000,476253
2020-01-29,183000.000000,183500.000000,180000.000000,180000.000000,179742.484375,434897
2020-01-30,179500.000000,183000.000000,175000.000000,180000.000000,179742.484375,772160
2020-01-31,180000.000000,180500.000000,177500.000000,179500.000000,179243.203125,537062
2020-02-03,178000.000000,180500.000000,176000.000000,177500.000000,177246.062500,485913
2020-02-04,177500.000000,181500.000000,175000.000000,180500.000000,180241.765625,563463
2020-02-05,181000.000000,183500.000000,178500.000000,181500.000000,181240.343750,653809
2020-02-06,182500.000000,183500.000000,180500.000000,181500.000000,181240.343750,659850
2020-02-07,181500.000000,188500.000000,181000.000000,185000.000000,184735.328125,728633
2020-02-10,182500.000000,184000.000000,180500.000000,183500.000000,183237.484375,433051
2020-02-11,183500.000000,185000.000000,183000.000000,184500.000000,184236.046875,400386
2020-02-12,183000.000000,185000.000000,181500.000000,185000.000000,184735.328125,351892
2020-02-13,184000.000000,185000.000000,183000.000000,184500.000000,184236.046875,555923
2020-02-14,184000.000000,187500.000000,184000.000000,186500.000000,186233.187500,659429
2020-02-17,184500.000000,189000.000000,184500.000000,188500.000000,188230.328125,312407
2020-02-18,186500.000000,188500.000000,185500.000000,186500.000000,186233.187500,345642
2020-02-19,188000.000000,191000.000000,185000.000000,189500.000000,189228.890625,560743
2020-02-20,189500.000000,191500.000000,187500.000000,190000.000000,189728.187500,427402
2020-02-21,187500.000000,191000.000000,187000.000000,189500.000000,189228.890625,434019
2020-02-24,185500.000000,187500.000000,183500.000000,184000.000000,183736.765625,567036
2020-02-25,184000.000000,191000.000000,183500.000000,190500.000000,190227.468750,704859
2020-02-26,189500.000000,190000.000000,186500.000000,187000.000000,186732.468750,494066
2020-02-27,185000.000000,187000.000000,179000.000000,182000.000000,181739.625000,535696
2020-02-28,179000.000000,180000.000000,172000.000000,174000.000000,173751.062500,830654
2020-03-02,175000.000000,177000.000000,172500.000000,175000.000000,174749.640625,659376
2020-03-03,179000.000000,180000.000000,174000.000000,175000.000000,174749.640625,544379
2020-03-04,174500.000000,179500.000000,173000.000000,178500.000000,178244.625000,450252
2020-03-05,180500.000000,181000.000000,178500.000000,181000.000000,180741.062500,483840
2020-03-06,179500.000000,181000.000000,177500.000000,179500.000000,179243.203125,293897
2020-03-09,179500.000000,179500.000000,179500.000000,179500.000000,179243.203125,0
2020-03-10,168000.000000,176000.000000,165000.000000,172000.000000,171753.937500,666532
2020-03-11,172000.000000,174000.000000,167500.000000,170000.000000,169756.796875,483822
2020-03-12,170000.000000,170000.000000,170000.000000,170000.000000,169756.796875,0
2020-03-13,151000.000000,168000.000000,149500.000000,166000.000000,165762.515625,1242510
2020-03-16,166000.000000,166500.000000,155000.000000,155000.000000,154778.250000,812823
2020-03-17,147500.000000,155500.000000,147000.000000,151000.000000,150783.968750,979243
2020-03-18,152500.000000,156000.000000,146000.000000,146000.000000,145791.125000,666723
2020-03-19,150000.000000,151500.000000,135000.000000,144000.000000,143793.984375,1154230
2020-03-20,147500.000000,156500.000000,146000.000000,154000.000000,153779.687500,997895
2020-03-23,141500.000000,149500.000000,140000.000000,143000.000000,142795.421875,1033851
2020-03-24,151500.000000,157000.000000,148000.000000,156000.000000,155776.828125,960786
2020-03-25,160500.000000,163000.000000,152000.000000,156000.000000,155776.828125,1039579
2020-03-26,156000.000000,158000.000000,149500.000000,152500.000000,152281.828125,988725
2020-03-27,161500.000000,164500.000000,158500.000000,164000.000000,163765.375000,1217815
2020-03-30,160000.000000,165000.000000,159000.000000,162500.000000,162267.515625,630830
2020-03-31,163500.000000,171000.000000,163500.000000,170000.000000,169756.796875,858165
2020-04-01,166500.000000,171000.000000,163000.000000,163000.000000,162766.812500,720283
2020-04-02,166500.000000,175000.000000,164500.000000,173500.000000,173251.781250,1086863
2020-04-03,170000.000000,172500.000000,168000.000000,172000.000000,171753.937500,663454
2020-04-06,173500.000000,176000.000000,170500.000000,173000.000000,172752.500000,655547
2020-04-07,174000.000000,174500.000000,167500.000000,169500.000000,169257.515625,873091
2020-04-08,169000.000000,169500.000000,166500.000000,166500.000000,166261.796875,588577
2020-04-09,168500.000000,169000.000000,165000.000000,167500.000000,167260.375000,682921
2020-04-10,166000.000000,167000.000000,164000.000000,166500.000000,166261.796875,483720
2020-04-13,164500.000000,168000.000000,162500.000000,166000.000000,165762.515625,413768
2020-04-14,168000.000000,170000.000000,166500.000000,168500.000000,168258.937500,520725
2020-04-16,168000.000000,172500.000000,167500.000000,170500.000000,170256.078125,841066
2020-04-17,175500.000000,180000.000000,173500.000000,179000.000000,178743.921875,900031
2020-04-20,181000.000000,182000.000000,179000.000000,180000.000000,179742.484375,663723
2020-04-21,180500.000000,181500.000000,173500.000000,178500.000000,178244.625000,759150
2020-04-22,175000.000000,182500.000000,173000.000000,182000.000000,181739.625000,611589
2020-04-23,190000.000000,196000.000000,186500.000000,190000.000000,189728.187500,1521478
2020-04-24,189000.000000,197500.000000,189000.000000,192500.000000,192224.609375,928695
2020-04-27,193000.000000,200000.000000,192500.000000,197500.000000,197217.453125,927347
2020-04-28,197500.000000,198000.000000,194500.000000,198000.000000,197716.734375,433549
2020-04-29,199500.000000,200000.000000,196500.000000,197500.000000,197217.453125,676743
2020-05-04,198500.000000,203000.000000,193500.000000,199000.000000,198715.296875,1104027
2020-05-06,201500.000000,212500.000000,200500.000000,212000.000000,211696.703125,992225
2020-05-07,211500.000000,220000.000000,210500.000000,215500.000000,215191.703125,984024
2020-05-08,216000.000000,218500.000000,212000.000000,214000.000000,213693.843750,732394
2020-05-11,214500.000000,221000.000000,214000.000000,214500.000000,214193.125000,599328
2020-05-12,218000.000000,226500.000000,215000.000000,219500.000000,219185.984375,1056584
2020-05-13,217500.000000,222500.000000,213500.000000,218500.000000,218187.406250,1014692
2020-05-14,214500.000000,222000.000000,214500.000000,219000.000000,218686.687500,866427
2020-05-15,219000.000000,219500.000000,209500.000000,213000.000000,212695.281250,1050469
2020-05-18,215000.000000,218000.000000,211500.000000,215000.000000,214692.421875,638906
2020-05-19,215000.000000,216500.000000,210500.000000,213500.000000,213194.562500,917603
2020-05-20,215500.000000,225500.000000,215000.000000,222000.000000,221682.406250,977544
2020-05-21,227500.000000,233500.000000,222500.000000,225000.000000,224678.109375,1004395
2020-05-22,227000.000000,232500.000000,222500.000000,230500.000000,230170.234375,1108281
2020-05-25,234500.000000,241000.000000,234000.000000,241000.000000,240655.218750,1015069
2020-05-26,244000.000000,246000.000000,230000.000000,239000.000000,238658.078125,1568016
2020-05-27,231000.000000,234500.000000,226500.000000,228500.000000,228173.093750,1351505
2020-05-28,226000.000000,241000.000000,222000.000000,240500.000000,240155.937500,1625154
2020-05-29,240000.000000,243000.000000,226000.000000,226000.000000,225676.671875,3114298
2020-06-01,233500.000000,237000.000000,230000.000000,237000.000000,236660.937500,1140644
2020-06-02,235000.000000,236000.000000,232000.000000,234000.000000,233665.234375,689584
2020-06-03,235000.000000,235500.000000,225000.000000,225500.000000,225177.390625,1476614
2020-06-04,228000.000000,235000.000000,227000.000000,232500.000000,232167.375000,1052789
2020-06-05,229000.000000,231000.000000,225000.000000,231000.000000,230669.531250,1061922
2020-06-08,234500.000000,242000.000000,231000.000000,240500.000000,240155.937500,1624752
2020-06-09,240000.000000,243000.000000,235500.000000,237500.000000,237160.218750,934440
2020-06-10,241000.000000,247500.000000,240000.000000,244000.000000,243650.921875,1431071
2020-06-11,244000.000000,249000.000000,239000.000000,240500.000000,240155.937500,1423978
2020-06-12,229000.000000,242500.000000,228500.000000,242000.000000,241653.781250,1318334
2020-06-15,240000.000000,244500.000000,230500.000000,231500.000000,231168.812500,1311773
2020-06-16,239000.000000,243500.000000,236000.000000,243500.000000,243151.640625,1155474
2020-06-17,244000.000000,252000.000000,243500.000000,251000.000000,250640.906250,1357900
2020-06-18,251500.000000,254000.000000,247000.000000,247500.000000,247145.921875,744330
2020-06-19,250000.000000,250000.000000,244000.000000,249500.000000,249143.062500,919945
2020-06-22,249500.000000,271500.000000,247500.000000,270000.000000,269613.718750,1841479
2020-06-23,272000.000000,289000.000000,270500.000000,276000.000000,275605.156250,2104075
2020-06-24,273500.000000,279500.000000,270500.000000,279000.000000,278600.843750,995065
2020-06-25,273500.000000,276500.000000,269500.000000,269500.000000,269114.437500,1196267
2020-06-26,274500.000000,275000.000000,263000.000000,269000.000000,268615.156250,937593
2020-06-29,265000.000000,270500.000000,261000.000000,264000.000000,263622.312500,814814
2020-06-30,268000.000000,270500.000000,263000.000000,267000.000000,266618.031250,862860
2020-07-01,270000.000000,275000.000000,266000.000000,269000.000000,268615.156250,655711
2020-07-02,274000.000000,277000.000000,271000.000000,277000.000000,276603.718750,1015829
2020-07-03,276500.000000,280500.000000,274500.000000,277500.000000,277103.000000,971940
